ID,area,edge,E_A,mean_B1,mean_B2,mean_B3,mean_B4,mean_NDVI,sd_B1,sd_B2,sd_B3,sd_B4,sd_NDVI
675235,2.173620366,0.527428538,0.242649796,355.3305785,572.0454545,399.1735537,2921.942149,0.782543352,41.92591538,60.20533675,86.53540543,174.116301,0.02911565
675374,2.074791906,0.37174549,0.179172422,563.3939394,950.8311688,1076.961039,2682.489177,0.65105832,61.96545852,92.91951673,165.582485,286.4763419,0.040315102
676137,2.77555109,0.53934914,0.19432146,324.6019417,524.2524272,333.0485437,3135.728155,0.812197757,14.1389256,32.96772874,18.74489297,146.69875,0.008392647
676609,3.350222883,0.467568296,0.13956334,374.7024129,677.30563,493.5630027,3473.179625,0.804402986,37.23450706,76.27699871,166.218212,295.9187668,0.022071409
677020,1.571862369,0.257736275,0.163968729,326.0685714,528.7942857,331.3428571,2740.662857,0.786992173,16.10903529,32.19039929,18.82029788,150.4792556,0.012004676
677096,1.598797406,0.329690516,0.206211565,366.9044944,684.0393258,400.8707865,3749.280899,0.821481947,16.03234309,30.35763521,31.30098355,138.7674141,0.010651576
677166,1.895189681,0.275709598,0.14547863,377.6350711,663.3127962,393.9383886,4002.274882,0.827377385,27.11921656,83.35310305,41.43475646,201.2763329,0.01205814
677708,1.473055501,0.299687253,0.203446002,317.9512195,488.4512195,323.9939024,2738.512195,0.791381461,16.27365852,38.64488393,27.29648553,201.4401063,0.011923136
677840,4.131685485,0.689246215,0.166819623,341.5521739,562.4391304,355.8869565,3015.313043,0.795392706,22.15354164,50.21620566,41.19024679,280.3275664,0.01805471
678250,2.739570166,0.383593158,0.140019468,935.3081967,1251.036066,1352.144262,3482.337705,0.583974164,301.4848289,327.6859787,418.9475443,279.796203,0.09191878
678520,2.496972836,0.311673054,0.124820362,520.4208633,808.1115108,650.1151079,3535.622302,0.750062238,263.0189198,291.3879617,412.6719238,198.175772,0.099950372
678526,2.532898584,0.329648064,0.130146571,390.1914894,626.2269504,472.0035461,3105.460993,0.776689477,76.4218406,97.25476459,147.5921209,217.2101502,0.039930091
678536,4.248437933,0.671432713,0.158042255,372.4164905,608.6194503,414.8245243,3158.348837,0.788391483,56.93828341,74.54638956,94.75302906,307.8423045,0.029482686
678815,1.553960228,0.257836268,0.165922051,811.6531792,1195.208092,1421.728324,2525.092486,0.512731674,160.2090058,178.7550049,245.1189345,356.8434166,0.074638956
678827,1.634793967,0.353524896,0.216250428,343.6483516,580.0549451,362.8406593,3251.549451,0.808459392,20.27183967,40.7346521,35.4661444,196.5102032,0.012373209
678829,13.62628128,1.683936934,0.12358008,323.9466051,521.7580751,324.5550428,2955.376401,0.80171259,17.0709113,43.43527175,24.1988608,217.2216201,0.014770871
679055,2.937136491,0.503497969,0.171424777,328.3730887,556.0091743,338.3700306,3150.565749,0.810918568,14.49417941,29.18267894,18.53832263,161.7181553,0.010197684
679182,2.317340066,0.281683199,0.121554537,341.9728682,625.4496124,356,3799.337209,0.834248512,13.14374436,25.76803475,17.3467722,237.7426073,0.012376721
679851,1.805372975,0.431539894,0.239030882,468,793.3383085,669.5820896,3577.174129,0.767972145,109.0854711,140.6830657,253.3702715,356.9435173,0.050468655
679863,4.868216692,0.683205714,0.140340038,348.695572,570.2841328,363.2896679,3251.064576,0.805653065,20.06738967,47.18971511,29.3073938,250.318181,0.01266752
679969,1.868225504,0.401547343,0.214935157,344.4134615,630.0432692,388.2451923,3625.245192,0.826151435,15.74961733,26.89401372,21.94112623,216.2582605,0.009199148
680019,4.46396102,0.515465175,0.115472598,354.3239437,634.8511066,397.7404427,3451.957746,0.813427079,28.34567886,44.75229724,39.42197063,262.353262,0.01309928
680066,4.356167846,0.838987615,0.192597633,343.0824742,579.6927835,391.6309278,2889.307216,0.786865411,36.61855819,53.15261873,72.51188184,247.4514362,0.0245253
680614,1.661651928,0.353610247,0.21280645,328.8918919,508.9405405,353.0216216,2461.810811,0.76388916,18.32286494,32.82350248,32.45095911,153.0579668,0.01316676
680693,1.868226024,0.347567958,0.186041707,348.8846154,653.0817308,385.6875,3781.158654,0.830641134,19.42994735,32.136906,22.79171469,200.0593603,0.012808126
680890,3.503149507,0.50354887,0.143741758,549.6512821,910.3871795,859.9051282,2761.320513,0.669060717,149.048935,183.8291549,255.5876916,288.7736989,0.070672458
681432,1.895159792,0.335728051,0.177150261,664.8815166,1092.530806,1298.090047,2879.331754,0.623284509,95.83651849,112.2783647,197.375751,312.5982419,0.050354558
681446,3.457990424,0.713244017,0.206259685,354.8155844,633.8701299,399.5532468,3377.885714,0.809398774,26.97027234,50.51597072,47.44841383,216.1059309,0.016465137
681806,2.056895817,0.389577858,0.189400871,323.4541485,516.1484716,335.2445415,2806.615721,0.792811024,16.20628649,33.34120205,18.52242662,202.496569,0.011010736
681944,1.580818664,0.251692767,0.159216723,358.5852273,607.6079545,374.5056818,3277.642045,0.802484071,37.94241664,51.54193571,72.06528763,178.1144808,0.021005269
682053,1.383203338,0.293696639,0.212330777,344.5,611.7987013,388.8246753,3346.357143,0.81321623,16.95833032,41.67103975,19.32560127,134.4725197,0.008557653
682130,2.559811031,0.395613048,0.154547755,361.4350877,653.4526316,407.3649123,3633.449123,0.817252568,47.65914958,54.23633113,67.96467727,365.1932467,0.033350203
682208,1.293472937,0.383612137,0.29657531,373.25,589.2638889,403.5069444,2830.138889,0.766915918,38.02492741,63.82175639,77.32666124,121.3133613,0.022107954
682213,2.506102782,0.425483001,0.169778752,417.9462366,695.2329749,522.7885305,3159.591398,0.766086332,62.90561028,95.66694806,147.8058288,210.5821105,0.034579643
682552,1.383231033,0.227731631,0.164637451,346.4155844,626.5584416,353.3376623,3722.019481,0.829556856,26.68374485,31.85300942,41.45589369,156.3783108,0.013358242
682840,1.679593614,0.26367866,0.156989559,363.2032086,639.4385027,427.6203209,3577.941176,0.814522011,22.50833514,40.98649416,56.87432111,328.3592508,0.018509401
683217,2.209585395,0.395537492,0.179009824,340.9471545,588.6300813,350.6504065,3466.764228,0.820599902,16.13998875,51.62001421,24.03873872,198.7482083,0.009718058
683505,3.350211607,0.533466905,0.159233794,369.9436997,613.1957105,457.1715818,2675.367292,0.754271135,57.79886839,79.18256286,128.3465258,316.7080619,0.047618601
683643,1.760554242,0.599441132,0.34048433,433.4489796,709.4132653,729.0408163,1399.617347,0.51229844,45.90751515,69.25906496,130.9841578,326.6725507,0.100400616
684317,4.329535809,0.353580152,0.081666989,345.6970954,615.1950207,421.7780083,3076.485477,0.796636814,47.12869486,80.09897293,105.5477274,303.1410971,0.031599988
684374,1.589876126,0.221762036,0.139483846,379.6440678,574.7062147,348.7288136,3485.468927,0.803031632,24.69709408,32.3047213,19.41019283,184.8803679,0.01687434
684766,1.338301711,0.245827058,0.183685828,942.7114094,1490.919463,2030.194631,3337.006711,0.558061283,102.147634,156.8976907,240.5791626,368.3574846,0.038486361
684775,2.020924659,0.371720602,0.183935903,780.3955556,1231.057778,1658.337778,2888.813333,0.573828281,56.31931426,83.1905689,169.7551589,218.431995,0.029463506
685028,2.649815302,0.611497381,0.230769813,374.5525424,632.6915254,471.2338983,2437.830508,0.731432256,56.00689145,73.66884279,118.9255306,252.4211975,0.049458886
685059,1.823419065,0.239724184,0.131469605,335.6748768,566.4384236,352.6995074,3707.428571,0.833196392,17.59873728,27.38540302,17.67874345,274.840131,0.014286642
686005,2.73053136,0.323703341,0.118549578,335.3157895,573.3289474,342.4736842,2729.851974,0.780890293,20.09414182,29.44296412,22.88886837,148.2880341,0.013718986
686784,3.152662711,0.701194262,0.222413346,384.5384615,669.8575499,433.1111111,3502.301994,0.801937171,82.08168807,86.60935082,104.3042071,179.0395167,0.041057325
686815,1.805362331,0.317659978,0.175953587,362.7960199,572.6517413,418.2935323,2729.965174,0.765320499,61.53895664,79.14902469,132.7311132,220.6637346,0.033653337
686914,1.455054835,0.263746943,0.181262545,374.7037037,644.7345679,403.5,3404.617284,0.801622043,41.01172214,24.33584714,23.46564821,120.2781009,0.02139754
687100,2.802506097,0.575287527,0.205276102,322.7019231,508.7884615,326.4294872,2696.766026,0.785222639,17.98277837,40.74996453,28.63622875,233.2304928,0.01721186
687122,1.706649456,0.353619361,0.207200934,327.1473684,543.7105263,345.4684211,3325.584211,0.820540732,13.65211647,23.99240168,15.48669177,169.3948169,0.010239697
687130,1.257529865,0.215774756,0.171586188,359.6714286,535.8571429,354.7642857,2841.642857,0.775096493,24.87275325,31.18627521,26.2126365,119.1534934,0.015927884
687392,4.661679309,0.713267407,0.153006537,340.2524085,573.6589595,360.9633911,3321.861272,0.813806081,15.66480047,39.69124651,26.20612916,188.9008443,0.010819686
687542,2.559844749,0.551431779,0.215416103,361.554386,558.7473684,421.4385965,2596.403509,0.753926121,39.96637702,56.60829739,102.8887711,206.9852907,0.037493002
687652,1.320329289,0.353663061,0.267859741,383.9931973,628.5578231,502.5442177,2761.210884,0.754731249,53.86773459,68.14279218,150.0474003,247.3837414,0.036173413
688158,3.224548899,0.461532042,0.143130731,359.729805,626.1337047,383.7325905,3754.727019,0.82510487,55.02490018,72.49899984,95.35435717,284.6396784,0.021848519
688259,1.688603491,0.395534827,0.234237836,348.1223404,596.1968085,364.1595745,3371.148936,0.812828707,30.1671091,63.6959572,51.90763149,142.1771101,0.013749501
688413,2.478980094,0.491408049,0.198229929,357.0507246,644.4746377,389.5724638,3519.271739,0.815371076,23.67471147,41.48790941,32.95790984,217.8391452,0.013388017
688489,2.721478862,0.521532632,0.191635746,438.2508251,717.2640264,667.6567657,3000.415842,0.744723246,95.90649657,161.6560907,306.0825555,293.2463513,0.052701101
688593,2.155782072,0.371718165,0.172428452,377.4625,693.6833333,457.6083333,2965.616667,0.774183609,36.43769615,85.05597304,75.6311016,161.1584985,0.017588307
689094,2.236482796,0.365610825,0.163475805,340.497992,609.4297189,383.9518072,3218.618474,0.808220468,18.91388048,37.27681001,22.31965553,209.6253259,0.011972085
689141,2.874186867,0.569404453,0.198109754,346.825,596.15,380.2375,3165.465625,0.802172781,17.62729787,33.22974081,22.99338531,181.5786713,0.011005652
689589,6.574879922,0.863058408,0.131266033,333.3934426,557.5054645,348.2445355,3168.834699,0.809225837,17.95078728,32.95490801,19.69164579,157.2248427,0.013442525
689879,2.263421245,0.365569594,0.161511957,352.9087302,650.8055556,392.3849206,3668.007937,0.824274315,15.00609448,43.44926391,20.11695512,153.8850917,0.008671845
690015,1.607859851,0.28171843,0.1752133,366.7486034,599.9050279,433.3798883,2924.055866,0.777244565,69.8676794,99.11346878,124.835626,225.4035014,0.03596093
690211,2.829392592,0.569483839,0.201274238,1401.75873,1792.085714,2084.012698,3863.926984,0.474269109,351.0554317,399.7030613,476.389426,422.0577032,0.066220873
690320,1.688626236,0.401592497,0.237822017,330.6329787,540.8776596,337.8723404,2956.776596,0.798482027,15.79373658,35.67426807,21.72198376,149.181127,0.012479098
690578,1.284401324,0.287668613,0.223970972,358.4895105,666.972028,392.5174825,3972.965035,0.834205497,15.4759546,36.00898637,19.16931716,202.3098799,0.008868873
691010,15.52104393,1.066828817,0.068734347,330.6637731,550.4872685,340.2795139,3094.376736,0.806243508,15.43759787,40.58129816,19.40692745,219.0162584,0.013568655
691731,5.479051276,0.970963018,0.177213713,340.8377049,576.0016393,355.752459,3295.637705,0.81217922,15.93886786,41.97776795,23.66430599,177.3640553,0.011440846
692178,7.581132843,1.270538524,0.167592173,329.8471564,548.1172986,331.9810427,3314.550948,0.818644444,20.44380903,47.03719267,25.93622292,207.5383565,0.011724358
692426,1.940125885,0.491469146,0.253318174,336.3148148,553.625,342.6064815,3199.847222,0.809576152,18.26021124,30.80687216,22.94903868,147.6674762,0.010920456
692471,2.856282319,0.575424699,0.201459322,342.6006289,583.4119497,353.6257862,3078.691824,0.799588372,22.391574,47.84804531,37.36445402,146.6522077,0.011898221
692548,1.724531559,0.365598846,0.21199893,330.515625,534.1197917,334.7552083,2929.229167,0.796904318,20.26085814,29.36146322,32.74408901,158.8746735,0.013111188
692707,3.170582598,0.581378341,0.183366408,358.5269122,651.407932,385.1756374,3912.17847,0.831906299,30.05629162,29.80587085,22.5053725,200.9956167,0.01362335
692876,1.4012576,0.305585966,0.218079792,448.7948718,746.1923077,685.3974359,2757.583333,0.716549075,69.79173793,65.39035298,179.5833055,314.7325943,0.056450293
693142,1.464077294,0.251749005,0.171950624,332.4907975,520.0858896,348.7546012,2749.184049,0.784025512,17.84064167,36.54042219,25.50698089,152.9089231,0.009079708
693168,2.236523941,0.353653297,0.158126319,359.2369478,651.2610442,360.1767068,4059.963855,0.837233529,21.80661154,36.53654998,33.7317588,172.3997684,0.010967404
693173,2.317362367,0.635351399,0.274170069,341.5503876,614.8023256,347.4457364,3699.488372,0.830803713,18.94614988,48.00173954,24.81744556,210.167401,0.007449225
693259,11.85615366,1.276602208,0.107674229,333.2689394,523.569697,349.4568182,2601.712879,0.771555387,33.3185913,47.05024163,51.18744292,241.967006,0.027264822
693310,1.437102689,0.359705629,0.250299183,510.8375,821.60625,773.4125,3204.9,0.724067166,90.68598718,113.6762531,240.478464,202.2328255,0.053457506
693352,2.398158961,0.503478872,0.209943911,381.588015,718.8014981,561.8426966,3588.441948,0.808192614,79.12374152,159.8323896,287.9358442,180.7254372,0.034585641
693474,3.206496635,0.779142905,0.242988842,360.6386555,633.0168067,404.6946779,3411.064426,0.808434881,28.22752594,41.42896652,50.7602793,206.3993587,0.014799206
693600,4.643883757,0.70129204,0.151014124,332.212766,537.6131528,350.8162476,3110.338491,0.806447108,23.99445171,44.97446801,23.95399109,200.08223,0.016709168
693942,5.254440455,0.755228452,0.14373147,373.9247863,693.8410256,425.9094017,3832.270085,0.822026577,25.58904312,45.75343792,46.11117072,156.9535712,0.012939729
693947,1.553875696,0.209768998,0.134997283,426.0462428,689.9479769,508.3583815,2970.450867,0.748940422,59.42288486,66.63055604,100.1478494,137.1251091,0.035031321
693995,1.859255304,0.413550087,0.222427811,354.9710145,578.3816425,383,3153.198068,0.797276785,21.01846462,30.24550438,44.76182927,170.6207809,0.0137462
694246,2.604907226,0.365568406,0.140338359,498.4068966,838.0689655,785.7724138,2448.296552,0.661863421,69.02890389,80.4484107,121.0339107,146.3820958,0.039846015
694710,3.745462319,0.527388498,0.140807317,344.9088729,563.383693,373.3429257,3021.513189,0.794909599,22.7552053,40.59700542,36.52034344,141.9293921,0.01296242
694735,3.475996987,0.839169216,0.241418281,391.8966408,656.3023256,474.5452196,3446.669251,0.795807293,84.25909747,95.25862843,143.5567801,221.7070937,0.04121236
694737,3.574795802,0.479503819,0.134134604,372.6231156,673.9798995,440.4321608,3861.288945,0.823161668,40.01540847,62.19453999,77.53672516,282.6984837,0.02260176
694831,2.371202703,0.407533933,0.171868028,361.6212121,612.6704545,387.7045455,3288.878788,0.801628541,36.04571038,44.83346156,38.54358821,234.6524987,0.016634952
694966,2.003085092,0.515469698,0.257337894,383.5201794,668.2914798,520.1704036,2459.071749,0.729629704,38.29400602,59.14351357,88.00316141,139.2725446,0.028609133
694983,2.137818379,0.395667735,0.185080145,682.9327731,1066.941176,1021.655462,3088.894958,0.646659001,245.8088081,268.262303,375.2078791,314.1279294,0.075814173
695035,2.793514941,0.539430277,0.19310091,356.4598071,544.392283,364.2604502,3177.469453,0.798041642,22.30472593,42.18928703,29.85566913,173.6563668,0.011904145
695157,4.482122481,0.55733335,0.124345855,711.9619238,1004.086172,1038.01002,3320.513026,0.653297071,224.711302,246.3814723,342.0383411,297.724424,0.070939329
695456,1.742491483,0.311659445,0.178858519,345.0051546,563.7680412,375.628866,2974.886598,0.791919261,19.96901678,36.40279567,29.56553083,114.3178349,0.014059133
695675,6.826662992,1.126914066,0.165075391,439.5921053,682.8828947,601.2776316,2225.830263,0.67055109,104.5911266,132.7385941,193.8931372,242.1690442,0.065455289
695744,1.553950948,0.269688221,0.173550022,320.4682081,504.6820809,326.8554913,2895.219653,0.800113498,17.75070833,27.76557958,22.91533802,187.2746033,0.014437188
696015,1.320362576,0.275684268,0.208794367,347.6734694,589.8571429,359.7823129,3421.836735,0.815423693,17.81570927,38.17174599,21.0122329,119.0685333,0.0097061
696058,1.482032767,0.359599709,0.242639513,369.6484848,649.7757576,411.230303,3353.509091,0.801361606,26.97578093,32.37835612,46.72149245,100.353316,0.014507299
696126,1.365257765,0.26976331,0.197591486,390.0789474,663.4868421,422.6973684,3834.546053,0.815061054,55.53586352,53.86185258,62.1920801,187.6094237,0.027395456
696318,1.517926147,0.287654804,0.189505138,360.4615385,663.8698225,390.1656805,3877.757396,0.829429539,23.19200396,38.11785734,36.32634497,200.334171,0.015050106
696373,4.472922819,0.605216941,0.135306815,460.3493976,801.0803213,625.6967871,3859.915663,0.78813367,138.6691212,229.3544821,390.6596372,235.2466938,0.054993015
696798,2.640723348,0.641312478,0.242854852,339.8945578,579.4455782,355.2142857,3558.785714,0.825537757,18.93384669,38.3186135,23.99697791,131.7161793,0.009478524
696812,3.341315864,0.767057188,0.229567398,337.2419355,553.4112903,342.4139785,3253.373656,0.811590627,22.73474287,49.54156611,34.88542074,233.3824243,0.014593927
696890,1.580826095,0.311579009,0.197098852,412.0852273,600.75,492.3465909,2746.431818,0.738492113,79.13488382,79.13030844,148.5163937,229.7375295,0.048158222
696892,3.386198888,0.845145436,0.249585291,358.9628647,592.7135279,396.0238727,3296.122016,0.803439759,28.15031273,50.90367052,45.42414723,183.1567053,0.013379961
697176,1.410245756,0.335577691,0.237956888,632.044586,987.4203822,976.4904459,2439.974522,0.591499566,130.6604694,169.9654236,229.8694897,130.0412138,0.058505284
697216,1.625819546,0.305721669,0.188041576,417.6187845,794.320442,550.0110497,3218.270718,0.770452254,57.5182433,74.90807012,101.3848547,114.2117365,0.027904278
697323,1.410216954,0.263767165,0.187040132,324.1273885,514.2866242,357.9617834,2632.834395,0.779968111,16.76715582,43.4950706,26.28904553,217.625615,0.013648015
697480,1.473064209,0.353641211,0.240071823,344.5304878,583.3109756,385.9146341,3353.945122,0.813139871,25.63103558,42.8605343,54.82726947,238.94924,0.015856641
697537,2.622748332,0.533419067,0.20338172,384.8082192,680.4554795,419.5034247,3893.616438,0.819818482,28.70499677,35.60273462,41.03175355,207.8661266,0.014359327
697776,4.44600026,0.719123668,0.161746205,358.359596,642.1858586,396.640404,3327.670707,0.805109534,17.48637364,36.89938451,26.38956026,197.0437862,0.012453812
697809,1.760430143,0.31163012,0.177019305,344.5102041,562.8163265,367.4642857,2860.489796,0.783746683,23.5936736,39.79894263,40.24646823,286.9125926,0.019077937
697831,1.257448437,0.179804214,0.142991322,382.3214286,722.7428571,419.9285714,4307.3,0.836685822,15.64271401,25.38321301,18.24518971,187.0645524,0.009483362
697893,1.329402862,0.269702927,0.202875242,322.1013514,536.3513514,355.8851351,2644.391892,0.782375512,25.46566045,43.47160538,49.98142834,170.8789457,0.017924363
698494,2.317303936,0.58128271,0.250844398,354.8992248,609.2015504,389.6705426,3301.031008,0.805464588,21.58048728,36.90346642,24.67004013,159.5808926,0.01467864
698574,2.865404945,0.455460827,0.158951644,852.7115987,1257.426332,1313.514107,2652.789969,0.523576632,273.0189333,341.6367375,434.0638944,265.0255294,0.105689334
698707,1.446151584,0.245737908,0.169925415,311.8757764,544.7018634,314.7018634,3170.254658,0.820825113,20.05703049,42.65323035,24.73404656,128.5100327,0.009909415
699052,1.787390506,0.275640571,0.154213961,405.6934673,743.0603015,536.5376884,3997.035176,0.815980114,91.08510566,137.3324742,234.6319648,247.9098153,0.037943808
699652,1.275437839,0.245746661,0.192676314,347.5140845,530.0140845,360.0211268,2858.450704,0.782442368,17.77428851,36.18000426,30.19850833,196.0079452,0.016901313
699924,3.404340009,0.425496047,0.124986355,380.3509235,682.9868074,464.4221636,3427.641161,0.797303952,45.06656826,54.28342566,114.772013,368.5229749,0.039987992
699948,1.419216682,0.323615161,0.228023786,335.0886076,581,339.2341772,3392.113924,0.820045257,20.59137775,52.29387805,25.91194489,162.4309741,0.010445545
700239,1.850300259,0.431541886,0.233228031,343.5145631,587.2135922,360.4514563,3522.058252,0.822119473,20.36920875,43.31915601,29.51320619,185.3952837,0.009157465
700467,2.14665324,0.527371631,0.245671551,357.3598326,612.3305439,392.2133891,2941.422594,0.783141567,18.26290891,37.26178608,26.52287083,141.3727464,0.010468642
700475,4.643593968,0.641208819,0.138084601,349.303675,581.9941973,379.2649903,3059.622824,0.794784448,16.59371571,29.96351084,20.40959914,151.0822806,0.010980866
700719,2.613841558,0.509463943,0.194910032,332.6701031,544.1099656,353.5738832,3207.786942,0.811680019,19.96810646,40.65754717,29.79766026,182.1348382,0.013679865
700728,6.997189466,1.030929517,0.147334801,333.9306804,536.5917843,352.0860077,2955.745828,0.796574365,21.85245737,36.57984519,30.04455213,183.8228291,0.014157936
700894,6.035958456,1.13270166,0.187658956,330.1443452,529.5372024,332.8452381,2997.959821,0.801251771,16.06641388,34.31929217,19.12566899,168.8256445,0.010978372
701070,1.257464939,0.221810596,0.176395054,385.9071429,634.5785714,473.8071429,2900.857143,0.764927942,39.96633411,54.11419684,78.19463784,152.8621221,0.023682019
701143,2.155637227,0.383476664,0.177894805,343.2958333,589.275,378.2458333,3149.395833,0.802905408,19.06079196,37.26248913,30.76258771,202.6209376,0.013690895
701313,4.383414632,0.850977599,0.194135775,314.8032787,501.545082,328.0409836,2522.536885,0.776102107,18.22554984,31.61644519,30.6746583,266.5124957,0.025965844
701747,2.155657464,0.28771053,0.133467647,371.0958333,659.4916667,427.35,4100.641667,0.833505102,34.8250136,53.77739579,77.83537503,274.4879842,0.01744399
701793,2.236484601,0.323687175,0.144730339,343.2931727,620.7670683,422.3493976,3301.506024,0.810118668,20.38199696,55.88764975,92.14969856,334.9051517,0.020198538
701887,2.703515851,0.42549428,0.157385532,362.4551495,591.3322259,392.2126246,3208.89701,0.796528186,21.83396777,41.10980327,33.03091441,206.0398328,0.014342462
702016,1.383289626,0.245684933,0.177609178,330.6298701,547.2922078,336.8636364,3092.487013,0.806255139,15.22551664,36.49602455,22.7029894,204.4841505,0.01283674
702394,1.562859593,0.233772185,0.149579774,363.1896552,667.3390805,407.2356322,4096.701149,0.836484025,18.92069567,34.11803671,29.37217226,259.8266703,0.014134813
702418,3.314328108,0.503412452,0.151889745,352.6775068,607.5176152,378.7615176,3278.04336,0.805559338,17.31883111,31.74243044,23.61874564,126.6778835,0.010428939
702807,1.464098281,0.19785166,0.135135504,1503.300613,1902.147239,2313.779141,3815.503067,0.434883407,116.9004607,131.3722556,180.6347185,241.6733683,0.02161895
702926,2.452104988,0.527433455,0.215094157,336.7875458,538.2014652,339.7179487,2916.641026,0.792603674,17.30709622,32.28969965,20.18037067,162.3820932,0.012252275
702929,7.553916723,0.904954945,0.119799434,338.1296076,562.7265161,347.2984542,3133.214031,0.804825692,15.41276808,34.10437583,19.27267026,171.2158046,0.011213005
703442,2.128782091,0.617314462,0.289984806,780.3797468,1108.139241,1167.042194,3225.962025,0.610571358,164.3178738,173.5577665,236.114124,356.0778258,0.067314031
703710,3.251452682,0.449486878,0.138241863,344.5441989,555.1104972,372.2292818,2870.654696,0.785382949,18.6223433,34.93783875,32.16146804,158.5236059,0.011708379
703799,1.859238586,0.389599561,0.209547911,343.531401,584.5507246,364.942029,3094.048309,0.799711104,13.9073819,32.42071864,21.15560753,183.6716878,0.010505639
703803,1.697565121,0.395545981,0.23300784,345.031746,625.957672,373.4973545,3456.306878,0.818271,17.41725262,45.60711389,26.94194395,171.0088059,0.008927613
703884,1.715515207,0.377569466,0.220091005,370.591623,666.9947644,419.6387435,3239.979058,0.794118544,16.93084177,44.42148572,32.57946345,217.0133384,0.01345268
704241,2.676658412,0.479427141,0.179114054,345.3053691,579.8120805,348.8422819,3319.922819,0.811454714,16.53963828,40.1957113,22.98847517,142.1290165,0.0083068
704408,1.46404946,0.491396825,0.335642229,342.1288344,557.7300613,386.6441718,2626.349693,0.76909444,20.53005843,37.8709735,33.95379594,171.92636,0.013443511
704506,3.260395171,0.587256555,0.180118214,352.2506887,572.2809917,385.892562,2859.476584,0.78011968,17.15530195,34.92151179,23.30454215,186.2737585,0.01308427
704660,3.682774046,0.617279694,0.167612698,346.4902439,572.1609756,355.1829268,3351.209756,0.812374877,18.39849979,50.04021306,22.83764749,169.335693,0.010023209
704710,1.787478359,0.32964172,0.184417181,384.9296482,574.3366834,467.9748744,2576.638191,0.74068238,83.27722399,101.737145,196.0533178,163.396802,0.04823251
704934,4.104793766,0.827079176,0.201491043,335.6586433,540.1859956,347.3129103,3082.002188,0.803158181,20.10753701,41.08920522,25.68185301,209.3778639,0.01170806
705096,2.973011433,0.521265115,0.175332361,336.4441088,521.510574,392.4561934,2204.643505,0.731393945,46.00223038,78.309733,109.3455478,306.6866426,0.048436474
705210,3.817265294,0.497394834,0.130301353,359.7952941,622.6117647,396.9294118,3472.512941,0.811673327,18.25482558,43.21433367,22.02934805,215.1266859,0.01381334
705328,2.793534205,0.868981215,0.311068758,347.266881,527.5369775,495.4662379,1264.469453,0.549247678,42.90337414,90.42054657,151.3330166,332.9760791,0.116221801
705405,4.796555336,0.515479515,0.107468689,330.0805243,616.2284644,344.1273408,3781.574906,0.839264636,21.00413331,40.13939425,28.95974241,190.1195561,0.010160971
705419,1.823402727,0.431520534,0.236656734,354.2512315,532.8965517,378.0591133,2774.137931,0.7732027,29.40500624,36.12045494,70.95749985,156.11842,0.018677997
705712,3.718526027,0.737212473,0.19825395,354.2705314,603.1086957,389.3115942,2985.555556,0.787329685,25.98219266,55.96596399,45.32628025,187.4550873,0.017892876
705932,1.958021541,0.311615908,0.159148356,381.4816514,664.9862385,425.353211,3356.486239,0.795468018,18.7629435,35.37234195,29.56752817,186.1669443,0.01297799
705981,1.59887462,0.359648904,0.224938778,388.7191011,699.4775281,543.7359551,2669.5,0.745103397,49.31519489,84.48730089,121.4451723,269.5403547,0.02807728
705994,3.772623049,0.545406304,0.14456952,355.3166667,629.0380952,420.7404762,3046.761905,0.790759998,52.40190024,70.75662328,120.257408,207.6936552,0.030875167
706032,1.607844848,0.269728865,0.167758018,317,491.7094972,329.8938547,2791.592179,0.795576787,15.66108754,24.7686933,16.91601582,168.5115811,0.012703078
706370,1.868249289,0.377560363,0.202093139,353.1105769,560.6586538,379.3701923,3089.932692,0.794547258,20.52740089,41.9176075,33.47336494,179.4572474,0.012524777
706565,1.706535661,0.317603335,0.18610999,383.2578947,631.4789474,472.9473684,2567.042105,0.739793148,58.10027653,111.4897536,165.9740764,199.1601103,0.036245859
707011,1.86825938,0.227772243,0.12191682,377.3509615,759.2307692,400.5576923,4689.639423,0.85065902,17.12999175,51.06521941,25.20958599,274.9051831,0.009944415
707150,1.688596018,0.491518732,0.291081305,376.5744681,639.7021277,462.4521277,3214.792553,0.789761825,33.25319794,49.25288445,76.32790818,154.3533156,0.022575726
707208,1.32032925,0.39554612,0.299581426,358.0544218,628.462585,386.7278912,3543.251701,0.816318275,24.37907881,39.3638232,35.23066026,148.7897682,0.011995289
707594,2.658706693,0.323745947,0.121768207,504.3040541,746.3682432,983.3040541,3390.510135,0.740950437,49.79771403,55.89314447,166.5875922,166.4487295,0.023383074
707607,1.544923191,0.233801385,0.151335281,386.5348837,617.0813953,624.5697674,2990.098837,0.770876855,34.96253556,44.51380366,110.5358602,190.2706186,0.017620103
707608,1.958099666,0.29970185,0.153057505,329.9495413,574.6055046,370.9082569,3399.642202,0.822581634,19.96938267,34.48849894,48.61445069,226.5249205,0.012953096
707948,2.649629764,0.521383986,0.196776166,354.4237288,601.3559322,387.2508475,3114.39322,0.795447198,18.55677388,34.29591253,30.99075116,147.9282137,0.010700502
708803,1.985086848,0.503477139,0.253629779,359.361991,535.7918552,334.2941176,3193.986425,0.797595821,19.1238833,44.46328543,29.37112701,107.0546368,0.011590994
